gene.x,gene.y,weight.Integrated_score,evidence: CCMI,evidence: Co-dependence,evidence: mRNA co-expression,evidence: Physical,evidence: Protein co-expression,evidence: Sequence similarity,Integrated score,interaction,name,selected,shared interaction,shared name
RCOR1,SAP130,0.369,0,0.062,0.247,0.441,0.079,0.088,0.369,interacts-with,RCOR1 (interacts-with) SAP130,FALSE,interacts-with,RCOR1 (interacts-with) SAP130
RCOR1,SIN3A,0.336,0,0.094,0.263,0.388,0.401,0.191,0.336,interacts-with,RCOR1 (interacts-with) SIN3A,FALSE,interacts-with,RCOR1 (interacts-with) SIN3A
RCOR1,SUDS3,0.5,0,0.022,0.216,0.46,0.39,0.117,0.5,interacts-with,RCOR1 (interacts-with) SUDS3,FALSE,interacts-with,RCOR1 (interacts-with) SUDS3
NAA15,TIMM8A,0.222,0,0.012,0.36,0.198,0.148,0.08,0.222,interacts-with,NAA15 (interacts-with) TIMM8A,FALSE,interacts-with,NAA15 (interacts-with) TIMM8A
RCOR2,SIN3A,0.255,0,0.107,0.106,0.349,0.414,0.036,0.255,interacts-with,RCOR2 (interacts-with) SIN3A,FALSE,interacts-with,RCOR2 (interacts-with) SIN3A
RCOR2,RCOR3,0.411,0,0.107,0.047,0.453,0.379,0.036,0.411,interacts-with,RCOR2 (interacts-with) RCOR3,FALSE,interacts-with,RCOR2 (interacts-with) RCOR3
RCOR2,SAP30,0.182,0,0.053,0.099,0.374,0.333,0.036,0.182,interacts-with,RCOR2 (interacts-with) SAP30,FALSE,interacts-with,RCOR2 (interacts-with) SAP30
RCOR1,ZMYM3,0.21,0,0.012,0.25,0.184,0.462,0.08,0.21,interacts-with,RCOR1 (interacts-with) ZMYM3,FALSE,interacts-with,RCOR1 (interacts-with) ZMYM3
RCOR1,ZMYM2,0.489,0,0.055,0.232,0.484,0.272,0.084,0.489,interacts-with,RCOR1 (interacts-with) ZMYM2,FALSE,interacts-with,RCOR1 (interacts-with) ZMYM2
RCOR1,ZMYM4,0.181,0,0.073,0.233,0.166,0.303,0.007,0.181,interacts-with,RCOR1 (interacts-with) ZMYM4,FALSE,interacts-with,RCOR1 (interacts-with) ZMYM4
RCOR2,ZMYM3,0.211,0,0.008,0.103,0.166,0.414,0.036,0.211,interacts-with,RCOR2 (interacts-with) ZMYM3,FALSE,interacts-with,RCOR2 (interacts-with) ZMYM3
RCOR3,SAP30L,0.181,0,0.107,0.172,0.168,0.329,0.036,0.181,interacts-with,RCOR3 (interacts-with) SAP30L,FALSE,interacts-with,RCOR3 (interacts-with) SAP30L
RCOR3,SAP30,0.326,0,0.081,0.146,0.444,0.22,0.036,0.326,interacts-with,RCOR3 (interacts-with) SAP30,FALSE,interacts-with,RCOR3 (interacts-with) SAP30
RCOR3,SAP130,0.267,0,0.188,0.179,0.428,0.145,0.036,0.267,interacts-with,RCOR3 (interacts-with) SAP130,FALSE,interacts-with,RCOR3 (interacts-with) SAP130
RCOR3,SIN3A,0.349,0,0.083,0.263,0.388,0.419,0.036,0.349,interacts-with,RCOR3 (interacts-with) SIN3A,FALSE,interacts-with,RCOR3 (interacts-with) SIN3A
RCOR3,SUDS3,0.454,0,0.149,0.203,0.451,0.294,0.036,0.454,interacts-with,RCOR3 (interacts-with) SUDS3,FALSE,interacts-with,RCOR3 (interacts-with) SUDS3
RCOR3,ZMYM2,0.255,0,0.113,0.269,0.4,0.287,0.036,0.255,interacts-with,RCOR3 (interacts-with) ZMYM2,FALSE,interacts-with,RCOR3 (interacts-with) ZMYM2
RCOR3,ZMYM4,0.211,0,0.027,0.299,0.183,0.276,0.036,0.211,interacts-with,RCOR3 (interacts-with) ZMYM4,FALSE,interacts-with,RCOR3 (interacts-with) ZMYM4
RCOR3,ZMYM3,0.285,0,0.008,0.268,0.195,0.465,0.036,0.285,interacts-with,RCOR3 (interacts-with) ZMYM3,FALSE,interacts-with,RCOR3 (interacts-with) ZMYM3
ANP32E,CHAF1B,0.212,0,0.08,0.321,0.254,0.265,0.156,0.212,interacts-with,ANP32E (interacts-with) CHAF1B,FALSE,interacts-with,ANP32E (interacts-with) CHAF1B
ANP32E,FANCD2,0.233,0,0.155,0.338,0.256,0.199,0.014,0.233,interacts-with,ANP32E (interacts-with) FANCD2,FALSE,interacts-with,ANP32E (interacts-with) FANCD2
ANP32E,MCM10,0.316,0,0.119,0.432,0.214,0.126,0.006,0.316,interacts-with,ANP32E (interacts-with) MCM10,FALSE,interacts-with,ANP32E (interacts-with) MCM10
REEP5,TM9SF4,0.215,0,0.032,0.218,0.093,0.374,0.135,0.215,interacts-with,REEP5 (interacts-with) TM9SF4,FALSE,interacts-with,REEP5 (interacts-with) TM9SF4
ANP32E,RFC4,0.281,0,0.019,0.391,0.129,0.348,0.49,0.281,interacts-with,ANP32E (interacts-with) RFC4,FALSE,interacts-with,ANP32E (interacts-with) RFC4
RELA,USP9X,0.189,0,0.003,0.221,0.181,0.272,0.163,0.189,interacts-with,RELA (interacts-with) USP9X,FALSE,interacts-with,RELA (interacts-with) USP9X
RER1,SDF4,0.363,0,0.212,0.407,0.056,0.375,0.009,0.363,interacts-with,RER1 (interacts-with) SDF4,FALSE,interacts-with,RER1 (interacts-with) SDF4
RFC1,RFC4,0.924,0,0.043,0.28,0.604,0.608,0.716,0.924,interacts-with,RFC1 (interacts-with) RFC4,FALSE,interacts-with,RFC1 (interacts-with) RFC4
HSPA6,STIP1,0.349,0,0.065,0.136,0.173,0.241,0.46,0.349,interacts-with,HSPA6 (interacts-with) STIP1,FALSE,interacts-with,HSPA6 (interacts-with) STIP1
RFC1,WDR48,0.222,0,0.001,0.261,0.273,0.136,0.093,0.222,interacts-with,RFC1 (interacts-with) WDR48,FALSE,interacts-with,RFC1 (interacts-with) WDR48
EPS15,EPS15L1,0.193,0,0.048,0.156,0.407,0.09,0.101,0.193,interacts-with,EPS15 (interacts-with) EPS15L1,FALSE,interacts-with,EPS15 (interacts-with) EPS15L1
EPS15,GAK,0.388,0,0.023,0.104,0.464,0.134,0.012,0.388,interacts-with,EPS15 (interacts-with) GAK,FALSE,interacts-with,EPS15 (interacts-with) GAK
EPS15,HIP1,0.181,0,0.022,0.158,0.388,0.105,0.011,0.181,interacts-with,EPS15 (interacts-with) HIP1,FALSE,interacts-with,EPS15 (interacts-with) HIP1
EPS15,MYO6,0.419,0,0.019,0.222,0.46,0.081,0.084,0.419,interacts-with,EPS15 (interacts-with) MYO6,FALSE,interacts-with,EPS15 (interacts-with) MYO6
EPS15,RNH1,0.182,0,0.115,0.172,0.201,0.234,0.006,0.182,interacts-with,EPS15 (interacts-with) RNH1,FALSE,interacts-with,EPS15 (interacts-with) RNH1
NAP1L4,XPO7,0.232,0,0.088,0.239,0.277,0.264,0.005,0.232,interacts-with,NAP1L4 (interacts-with) XPO7,FALSE,interacts-with,NAP1L4 (interacts-with) XPO7
RFX3,SMARCA4,0.243,0,0.001,0.141,0.055,0.239,0.512,0.243,interacts-with,RFX3 (interacts-with) SMARCA4,FALSE,interacts-with,RFX3 (interacts-with) SMARCA4
ERCC3,GTF2H5,0.597,0,0.043,0.165,0.63,0.259,0.008,0.597,interacts-with,ERCC3 (interacts-with) GTF2H5,FALSE,interacts-with,ERCC3 (interacts-with) GTF2H5
ERCC3,GTF2H1,0.819,0,0.015,0.244,0.623,0.453,0.507,0.819,interacts-with,ERCC3 (interacts-with) GTF2H1,FALSE,interacts-with,ERCC3 (interacts-with) GTF2H1
ERCC3,GTF2H4,0.603,0,0.275,0.33,0.514,0.409,0.014,0.603,interacts-with,ERCC3 (interacts-with) GTF2H4,FALSE,interacts-with,ERCC3 (interacts-with) GTF2H4
ERCC3,GTF2H3,0.895,0,0.38,0.236,0.711,0.489,0.55,0.895,interacts-with,ERCC3 (interacts-with) GTF2H3,FALSE,interacts-with,ERCC3 (interacts-with) GTF2H3
AP1B1,AP1G1,0.789,0,0,0.245,0.65,0.199,0.652,0.789,interacts-with,AP1B1 (interacts-with) AP1G1,FALSE,interacts-with,AP1B1 (interacts-with) AP1G1
AP1B1,AP1M1,0.831,0,0.207,0.233,0.664,0.4,0.644,0.831,interacts-with,AP1B1 (interacts-with) AP1M1,FALSE,interacts-with,AP1B1 (interacts-with) AP1M1
AP1B1,AP2A2,0.278,0,0.074,0.238,0.402,0.313,0.183,0.278,interacts-with,AP1B1 (interacts-with) AP2A2,FALSE,interacts-with,AP1B1 (interacts-with) AP2A2
AP1B1,AP2A1,0.485,0,0.169,0.318,0.463,0.349,0.11,0.485,interacts-with,AP1B1 (interacts-with) AP2A1,FALSE,interacts-with,AP1B1 (interacts-with) AP2A1
AP1B1,AP2M1,0.645,0,0.071,0.331,0.535,0.371,0.083,0.645,interacts-with,AP1B1 (interacts-with) AP2M1,FALSE,interacts-with,AP1B1 (interacts-with) AP2M1
AP1B1,AP2B1,0.59,0,0.038,0.258,0.467,0.423,0.108,0.59,interacts-with,AP1B1 (interacts-with) AP2B1,FALSE,interacts-with,AP1B1 (interacts-with) AP2B1
AP1B1,AP2S1,0.366,0,0.144,0.292,0.412,0.349,0.128,0.366,interacts-with,AP1B1 (interacts-with) AP2S1,FALSE,interacts-with,AP1B1 (interacts-with) AP2S1
AP1B1,BMP2K,0.311,0,0.098,0.289,0.417,0.263,0.002,0.311,interacts-with,AP1B1 (interacts-with) BMP2K,FALSE,interacts-with,AP1B1 (interacts-with) BMP2K
AP1B1,GAK,0.205,0,0.067,0.21,0.259,0.234,0.013,0.205,interacts-with,AP1B1 (interacts-with) GAK,FALSE,interacts-with,AP1B1 (interacts-with) GAK
NBN,PRKDC,0.483,0,0.004,0.298,0.505,0.154,0.005,0.483,interacts-with,NBN (interacts-with) PRKDC,FALSE,interacts-with,NBN (interacts-with) PRKDC
NBN,RAD50,0.661,0,0.348,0.302,0.518,0.419,0.137,0.661,interacts-with,NBN (interacts-with) RAD50,FALSE,interacts-with,NBN (interacts-with) RAD50
AP1B1,REPS1,0.443,0,0.114,0.136,0.505,0.081,0.01,0.443,interacts-with,AP1B1 (interacts-with) REPS1,FALSE,interacts-with,AP1B1 (interacts-with) REPS1
AP1G1,AP1M1,0.755,0,0.318,0.137,0.606,0.404,0.662,0.755,interacts-with,AP1G1 (interacts-with) AP1M1,FALSE,interacts-with,AP1G1 (interacts-with) AP1M1
AP1G1,AP2A1,0.39,0,0.046,0.189,0.459,0.224,0.126,0.39,interacts-with,AP1G1 (interacts-with) AP2A1,FALSE,interacts-with,AP1G1 (interacts-with) AP2A1
AP1G1,AP2B1,0.781,0,0.033,0.194,0.48,0.409,0.745,0.781,interacts-with,AP1G1 (interacts-with) AP2B1,FALSE,interacts-with,AP1G1 (interacts-with) AP2B1
AP1G1,AP2A2,0.266,0,0.029,0.153,0.432,0.162,0.011,0.266,interacts-with,AP1G1 (interacts-with) AP2A2,FALSE,interacts-with,AP1G1 (interacts-with) AP2A2
AP1G1,AP2S1,0.302,0,0.107,0.252,0.42,0.28,0.114,0.302,interacts-with,AP1G1 (interacts-with) AP2S1,FALSE,interacts-with,AP1G1 (interacts-with) AP2S1
AP1G1,AP2M1,0.529,0,0.076,0.181,0.53,0.198,0.01,0.529,interacts-with,AP1G1 (interacts-with) AP2M1,FALSE,interacts-with,AP1G1 (interacts-with) AP2M1
AP1G1,BMP2K,0.215,0,0.055,0.194,0.41,0.112,0.073,0.215,interacts-with,AP1G1 (interacts-with) BMP2K,FALSE,interacts-with,AP1G1 (interacts-with) BMP2K
AP1G1,REPS1,0.389,0,0.114,0.123,0.486,0.083,0.09,0.389,interacts-with,AP1G1 (interacts-with) REPS1,FALSE,interacts-with,AP1G1 (interacts-with) REPS1
COPS2,COPS4,0.87,0,0.418,0.342,0.735,0.543,0.38,0.87,interacts-with,COPS2 (interacts-with) COPS4,FALSE,interacts-with,COPS2 (interacts-with) COPS4
COPS2,CUL2,0.6,0,0.049,0.287,0.605,0.22,0.094,0.6,interacts-with,COPS2 (interacts-with) CUL2,FALSE,interacts-with,COPS2 (interacts-with) CUL2
COPS2,DDB1,0.547,0,0.025,0.321,0.569,0.207,0.007,0.547,interacts-with,COPS2 (interacts-with) DDB1,FALSE,interacts-with,COPS2 (interacts-with) DDB1
COPS2,DDA1,0.428,0,0.216,0.18,0.474,0.131,0.036,0.428,interacts-with,COPS2 (interacts-with) DDA1,FALSE,interacts-with,COPS2 (interacts-with) DDA1
COPS2,DCAF11,0.557,0,0.017,0.122,0.609,0.166,0.008,0.557,interacts-with,COPS2 (interacts-with) DCAF11,FALSE,interacts-with,COPS2 (interacts-with) DCAF11
AP1M1,AP2A2,0.389,0,0.105,0.19,0.369,0.133,0.48,0.389,interacts-with,AP1M1 (interacts-with) AP2A2,FALSE,interacts-with,AP1M1 (interacts-with) AP2A2
AP1M1,AP2A1,0.405,0,0.13,0.254,0.396,0.112,0.486,0.405,interacts-with,AP1M1 (interacts-with) AP2A1,FALSE,interacts-with,AP1M1 (interacts-with) AP2A1
AP1M1,AP2M1,0.231,0,0.067,0.301,0.284,0.247,0.138,0.231,interacts-with,AP1M1 (interacts-with) AP2M1,FALSE,interacts-with,AP1M1 (interacts-with) AP2M1
AP1M1,AP2B1,0.566,0,0.123,0.199,0.283,0.317,0.751,0.566,interacts-with,AP1M1 (interacts-with) AP2B1,FALSE,interacts-with,AP1M1 (interacts-with) AP2B1
AP1M1,AP2S1,0.219,0,0.024,0.238,0.302,0.229,0.082,0.219,interacts-with,AP1M1 (interacts-with) AP2S1,FALSE,interacts-with,AP1M1 (interacts-with) AP2S1
COPS2,GLMN,0.237,0,0.067,0.254,0.386,0.092,0.126,0.237,interacts-with,COPS2 (interacts-with) GLMN,FALSE,interacts-with,COPS2 (interacts-with) GLMN
COPS2,HERC2,0.21,0,0.142,0.207,0.216,0.235,0.005,0.21,interacts-with,COPS2 (interacts-with) HERC2,FALSE,interacts-with,COPS2 (interacts-with) HERC2
COPS2,GPS1,0.788,0,0.272,0.177,0.845,0.587,0.443,0.788,interacts-with,COPS2 (interacts-with) GPS1,FALSE,interacts-with,COPS2 (interacts-with) GPS1
AP1M1,HIP1,0.272,0,0.065,0.158,0.197,0.12,0.429,0.272,interacts-with,AP1M1 (interacts-with) HIP1,FALSE,interacts-with,AP1M1 (interacts-with) HIP1
COPS2,RNF41,0.197,0,0.026,0.257,0.268,0.126,0.098,0.197,interacts-with,COPS2 (interacts-with) RNF41,FALSE,interacts-with,COPS2 (interacts-with) RNF41
COPS2,STUB1,0.187,0,0.055,0.19,0.243,0.232,0.082,0.187,interacts-with,COPS2 (interacts-with) STUB1,FALSE,interacts-with,COPS2 (interacts-with) STUB1
HUWE1,TRIM33,0.187,0,0.012,0.336,0.168,0.258,0.015,0.187,interacts-with,HUWE1 (interacts-with) TRIM33,FALSE,interacts-with,HUWE1 (interacts-with) TRIM33
HUWE1,ZBTB33,0.192,0,0.003,0.285,0.295,0.094,0.001,0.192,interacts-with,HUWE1 (interacts-with) ZBTB33,FALSE,interacts-with,HUWE1 (interacts-with) ZBTB33
HYOU1,P4HB,0.275,0,0.19,0.314,0.172,0.379,0.157,0.275,interacts-with,HYOU1 (interacts-with) P4HB,FALSE,interacts-with,HYOU1 (interacts-with) P4HB
HYOU1,SRPRA,0.244,0,0.015,0.341,0.174,0.372,0.001,0.244,interacts-with,HYOU1 (interacts-with) SRPRA,FALSE,interacts-with,HYOU1 (interacts-with) SRPRA
HYPK,NAA15,0.531,0,0.279,0.125,0.683,0.598,0.379,0.531,interacts-with,HYPK (interacts-with) NAA15,FALSE,interacts-with,HYPK (interacts-with) NAA15
HYPK,NAA10,0.45,0,0.004,0.336,0.427,0.628,0.097,0.45,interacts-with,HYPK (interacts-with) NAA10,FALSE,interacts-with,HYPK (interacts-with) NAA10
RIOK2,TTC37,0.211,0,0.066,0.407,0.176,0.194,0.07,0.211,interacts-with,RIOK2 (interacts-with) TTC37,FALSE,interacts-with,RIOK2 (interacts-with) TTC37
HYPK,OLA1,0.187,0,0.051,0.311,0.071,0.096,0.011,0.187,interacts-with,HYPK (interacts-with) OLA1,FALSE,interacts-with,HYPK (interacts-with) OLA1
AP2A1,AP2B1,0.711,0,0.378,0.241,0.485,0.475,0.007,0.711,interacts-with,AP2A1 (interacts-with) AP2B1,FALSE,interacts-with,AP2A1 (interacts-with) AP2B1
AP2A1,AP2M1,0.816,0,0.152,0.373,0.614,0.504,0.002,0.816,interacts-with,AP2A1 (interacts-with) AP2M1,FALSE,interacts-with,AP2A1 (interacts-with) AP2M1
AP2A1,AP2A2,0.463,0,0.001,0.237,0.487,0.4,0.006,0.463,interacts-with,AP2A1 (interacts-with) AP2A2,FALSE,interacts-with,AP2A1 (interacts-with) AP2A2
AP2A1,AP2S1,0.635,0,0.3,0.307,0.502,0.514,0.559,0.635,interacts-with,AP2A1 (interacts-with) AP2S1,FALSE,interacts-with,AP2A1 (interacts-with) AP2S1
AP2A1,BMP2K,0.449,0,0.043,0.185,0.486,0.212,0.126,0.449,interacts-with,AP2A1 (interacts-with) BMP2K,FALSE,interacts-with,AP2A1 (interacts-with) BMP2K
AP2A1,CLTC,0.42,0,0.051,0.218,0.45,0.237,0.009,0.42,interacts-with,AP2A1 (interacts-with) CLTC,FALSE,interacts-with,AP2A1 (interacts-with) CLTC
AP2A1,CLTB,0.3,0,0.043,0.16,0.416,0.282,0.077,0.3,interacts-with,AP2A1 (interacts-with) CLTB,FALSE,interacts-with,AP2A1 (interacts-with) CLTB
ERLEC1,ERP44,0.283,0,0.118,0.329,0.18,0.366,0.01,0.283,interacts-with,ERLEC1 (interacts-with) ERP44,FALSE,interacts-with,ERLEC1 (interacts-with) ERP44
AP2A1,GAK,0.415,0,0.042,0.205,0.463,0.117,0.003,0.415,interacts-with,AP2A1 (interacts-with) GAK,FALSE,interacts-with,AP2A1 (interacts-with) GAK
ERLEC1,HYOU1,0.202,0,0.052,0.313,0.173,0.315,0.091,0.202,interacts-with,ERLEC1 (interacts-with) HYOU1,FALSE,interacts-with,ERLEC1 (interacts-with) HYOU1
AP2A1,HIP1,0.227,0,0.024,0.179,0.388,0.183,0.012,0.227,interacts-with,AP2A1 (interacts-with) HIP1,FALSE,interacts-with,AP2A1 (interacts-with) HIP1
ERLEC1,P4HB,0.259,0,0.054,0.302,0.195,0.418,0.076,0.259,interacts-with,ERLEC1 (interacts-with) P4HB,FALSE,interacts-with,ERLEC1 (interacts-with) P4HB
COPS4,CUL2,0.556,0,0.081,0.467,0.54,0.196,0.001,0.556,interacts-with,COPS4 (interacts-with) CUL2,FALSE,interacts-with,COPS4 (interacts-with) CUL2
COPS4,DCAF1,0.442,0,0.008,0.223,0.542,0.114,0.036,0.442,interacts-with,COPS4 (interacts-with) DCAF1,FALSE,interacts-with,COPS4 (interacts-with) DCAF1
COPS4,DCAF11,0.502,0,0.033,0.125,0.527,0.125,0.013,0.502,interacts-with,COPS4 (interacts-with) DCAF11,FALSE,interacts-with,COPS4 (interacts-with) DCAF11
ERLEC1,SEL1L,0.884,0,0.013,0.346,0.678,0.529,0.109,0.884,interacts-with,ERLEC1 (interacts-with) SEL1L,FALSE,interacts-with,ERLEC1 (interacts-with) SEL1L
ERLEC1,SRPRB,0.236,0,0.023,0.336,0.244,0.177,0.07,0.236,interacts-with,ERLEC1 (interacts-with) SRPRB,FALSE,interacts-with,ERLEC1 (interacts-with) SRPRB
ERLEC1,SRPRA,0.206,0,0,0.345,0.211,0.113,0.003,0.206,interacts-with,ERLEC1 (interacts-with) SRPRA,FALSE,interacts-with,ERLEC1 (interacts-with) SRPRA
AP2A1,MYO6,0.478,0,0.022,0.162,0.525,0.084,0.014,0.478,interacts-with,AP2A1 (interacts-with) MYO6,FALSE,interacts-with,AP2A1 (interacts-with) MYO6
COPS4,DDA1,0.547,0,0.339,0.254,0.506,0.109,0.036,0.547,interacts-with,COPS4 (interacts-with) DDA1,FALSE,interacts-with,COPS4 (interacts-with) DDA1
COPS4,DDB1,0.635,0,0.077,0.312,0.644,0.181,0.072,0.635,interacts-with,COPS4 (interacts-with) DDB1,FALSE,interacts-with,COPS4 (interacts-with) DDB1
RMND5A,YPEL5,0.629,0,0.225,0.168,0.579,0.348,0.036,0.629,interacts-with,RMND5A (interacts-with) YPEL5,FALSE,interacts-with,RMND5A (interacts-with) YPEL5
RMND5A,WDR26,0.617,0,0.042,0.153,0.526,0.466,0.514,0.617,interacts-with,RMND5A (interacts-with) WDR26,FALSE,interacts-with,RMND5A (interacts-with) WDR26
AP2A1,PIK3C2A,0.284,0,0.175,0.129,0.437,0.123,0.008,0.284,interacts-with,AP2A1 (interacts-with) PIK3C2A,FALSE,interacts-with,AP2A1 (interacts-with) PIK3C2A
COPS4,GPS1,0.829,0,0.388,0.19,0.707,0.475,0.381,0.829,interacts-with,COPS4 (interacts-with) GPS1,FALSE,interacts-with,COPS4 (interacts-with) GPS1
AP2A1,REPS1,0.356,0,0.018,0.127,0.458,0.084,0.206,0.356,interacts-with,AP2A1 (interacts-with) REPS1,FALSE,interacts-with,AP2A1 (interacts-with) REPS1
COPS4,HINT1,0.211,0,0.046,0.268,0.176,0.263,0.008,0.211,interacts-with,COPS4 (interacts-with) HINT1,FALSE,interacts-with,COPS4 (interacts-with) HINT1
COPS4,HERC2,0.185,0,0.025,0.265,0.216,0.077,0.287,0.185,interacts-with,COPS4 (interacts-with) HERC2,FALSE,interacts-with,COPS4 (interacts-with) HERC2
AP2A2,AP2S1,0.634,0,0.081,0.196,0.507,0.458,0.572,0.634,interacts-with,AP2A2 (interacts-with) AP2S1,FALSE,interacts-with,AP2A2 (interacts-with) AP2S1
AP2A2,AP2B1,0.564,0,0.198,0.274,0.474,0.404,0.01,0.564,interacts-with,AP2A2 (interacts-with) AP2B1,FALSE,interacts-with,AP2A2 (interacts-with) AP2B1
AP2A2,AP2M1,0.719,0,0.083,0.268,0.535,0.47,0.354,0.719,interacts-with,AP2A2 (interacts-with) AP2M1,FALSE,interacts-with,AP2A2 (interacts-with) AP2M1
NCBP1,NKTR,0.266,0,0.095,0.139,0.389,0.301,0.212,0.266,interacts-with,NCBP1 (interacts-with) NKTR,FALSE,interacts-with,NCBP1 (interacts-with) NKTR
COPS4,PRRC2A,0.181,0,0.093,0.253,0.213,0.158,0.107,0.181,interacts-with,COPS4 (interacts-with) PRRC2A,FALSE,interacts-with,COPS4 (interacts-with) PRRC2A
AP2A2,BMP2K,0.348,0,0.054,0.112,0.451,0.2,0.119,0.348,interacts-with,AP2A2 (interacts-with) BMP2K,FALSE,interacts-with,AP2A2 (interacts-with) BMP2K
AP2A2,CLTB,0.271,0,0.056,0.12,0.394,0.297,0.009,0.271,interacts-with,AP2A2 (interacts-with) CLTB,FALSE,interacts-with,AP2A2 (interacts-with) CLTB
AP2A2,CLTC,0.56,0,0.16,0.204,0.519,0.232,0.013,0.56,interacts-with,AP2A2 (interacts-with) CLTC,FALSE,interacts-with,AP2A2 (interacts-with) CLTC
AP2A2,EPS15,0.585,0,0.025,0.161,0.558,0.347,0.252,0.585,interacts-with,AP2A2 (interacts-with) EPS15,FALSE,interacts-with,AP2A2 (interacts-with) EPS15
ERP44,HYOU1,0.181,0,0.066,0.219,0.168,0.274,0.003,0.181,interacts-with,ERP44 (interacts-with) HYOU1,FALSE,interacts-with,ERP44 (interacts-with) HYOU1
ERP44,HM13,0.227,0,0.143,0.29,0.184,0.27,0.137,0.227,interacts-with,ERP44 (interacts-with) HM13,FALSE,interacts-with,ERP44 (interacts-with) HM13
AP2A2,GAK,0.291,0,0.018,0.147,0.443,0.122,0.002,0.291,interacts-with,AP2A2 (interacts-with) GAK,FALSE,interacts-with,AP2A2 (interacts-with) GAK
ERP44,P4HB,0.249,0,0.065,0.263,0.183,0.362,0.095,0.249,interacts-with,ERP44 (interacts-with) P4HB,FALSE,interacts-with,ERP44 (interacts-with) P4HB
AP2A2,HIP1,0.182,0,0.027,0.173,0.364,0.107,0.103,0.182,interacts-with,AP2A2 (interacts-with) HIP1,FALSE,interacts-with,AP2A2 (interacts-with) HIP1
ERP44,SRPRB,0.225,0,0.052,0.292,0.18,0.355,0.12,0.225,interacts-with,ERP44 (interacts-with) SRPRB,FALSE,interacts-with,ERP44 (interacts-with) SRPRB
ERP44,UGGT1,0.267,0,0.022,0.323,0.167,0.381,0.009,0.267,interacts-with,ERP44 (interacts-with) UGGT1,FALSE,interacts-with,ERP44 (interacts-with) UGGT1
AP2A2,PIK3C2A,0.242,0,0.025,0.121,0.372,0.312,0.002,0.242,interacts-with,AP2A2 (interacts-with) PIK3C2A,FALSE,interacts-with,AP2A2 (interacts-with) PIK3C2A
NCBP1,RBM15B,0.26,0,0.019,0.234,0.349,0.272,0.161,0.26,interacts-with,NCBP1 (interacts-with) RBM15B,FALSE,interacts-with,NCBP1 (interacts-with) RBM15B
AP2A2,REPS1,0.351,0,0.061,0.122,0.458,0.079,0.009,0.351,interacts-with,AP2A2 (interacts-with) REPS1,FALSE,interacts-with,AP2A2 (interacts-with) REPS1
NCBP1,SCAF1,0.292,0,0.076,0.232,0.423,0.233,0.036,0.292,interacts-with,NCBP1 (interacts-with) SCAF1,FALSE,interacts-with,NCBP1 (interacts-with) SCAF1
NCBP1,SART3,0.283,0,0.28,0.373,0.334,0.303,0.003,0.283,interacts-with,NCBP1 (interacts-with) SART3,FALSE,interacts-with,NCBP1 (interacts-with) SART3
AP2B1,AP2M1,0.718,0,0.015,0.382,0.565,0.495,0.014,0.718,interacts-with,AP2B1 (interacts-with) AP2M1,FALSE,interacts-with,AP2B1 (interacts-with) AP2M1
AP2B1,AP2S1,0.696,0,0.263,0.241,0.488,0.508,0.006,0.696,interacts-with,AP2B1 (interacts-with) AP2S1,FALSE,interacts-with,AP2B1 (interacts-with) AP2S1
AP2B1,BMP2K,0.476,0,0.039,0.165,0.521,0.227,0.006,0.476,interacts-with,AP2B1 (interacts-with) BMP2K,FALSE,interacts-with,AP2B1 (interacts-with) BMP2K
NCBP1,SNRNP70,0.483,0,0.188,0.194,0.488,0.379,0.133,0.483,interacts-with,NCBP1 (interacts-with) SNRNP70,FALSE,interacts-with,NCBP1 (interacts-with) SNRNP70
AP2B1,CLTB,0.298,0,0.132,0.166,0.413,0.354,0.01,0.298,interacts-with,AP2B1 (interacts-with) CLTB,FALSE,interacts-with,AP2B1 (interacts-with) CLTB
AP2B1,CLTC,0.597,0,0.018,0.343,0.531,0.428,0.511,0.597,interacts-with,AP2B1 (interacts-with) CLTC,FALSE,interacts-with,AP2B1 (interacts-with) CLTC
AP2B1,GAK,0.408,0,0.083,0.135,0.486,0.131,0.002,0.408,interacts-with,AP2B1 (interacts-with) GAK,FALSE,interacts-with,AP2B1 (interacts-with) GAK
AP2B1,HIP1,0.218,0,0.023,0.209,0.399,0.161,0.148,0.218,interacts-with,AP2B1 (interacts-with) HIP1,FALSE,interacts-with,AP2B1 (interacts-with) HIP1
RNF20,RNF40,0.683,0,0.341,0.24,0.545,0.696,0,0.683,interacts-with,RNF20 (interacts-with) RNF40,FALSE,interacts-with,RNF20 (interacts-with) RNF40
NCBP1,ZC3H18,0.274,0,0.334,0.306,0.407,0.249,0.221,0.274,interacts-with,NCBP1 (interacts-with) ZC3H18,FALSE,interacts-with,NCBP1 (interacts-with) ZC3H18
RNF20,TCF20,0.207,0,0.053,0.185,0.241,0.252,0.079,0.207,interacts-with,RNF20 (interacts-with) TCF20,FALSE,interacts-with,RNF20 (interacts-with) TCF20
AP2B1,PIK3C2A,0.303,0,0.014,0.148,0.434,0.226,0.083,0.303,interacts-with,AP2B1 (interacts-with) PIK3C2A,FALSE,interacts-with,AP2B1 (interacts-with) PIK3C2A
RNF20,TFCP2,0.2,0,0.016,0.348,0.159,0.277,0.011,0.2,interacts-with,RNF20 (interacts-with) TFCP2,FALSE,interacts-with,RNF20 (interacts-with) TFCP2
